Object,Mouth,Temperature,Precp,RH,StnPres,WS
2011-新竹縣-9,9,24.84,40.95,75.22,967.69,1.07
2011-新竹市-9,9,27.4,32.5,71,1007.9,0.9
2011-苗栗縣-9,9,25.82,79.71,74.5,979.18,1
2011-臺中市-9,9,27.8,53.1,73,1002,2.5
2011-彰化縣-9,9,0,0,0,0,0
2011-南投縣-9,9,15.88,54.09,76,771.3,1.66
2011-雲林縣-9,9,28.03,5.5,0,0,1.63
2011-嘉義縣-9,9,19.47,156.9,91,870.65,0.6
2011-嘉義市-9,9,27.5,109.5,78,1005.3,1.3
2011-臺南市-9,9,27.9,135.71,70.5,1003.1,1.38
2011-高雄市-9,9,27.77,117.96,75,1007,0.6
2011-屏東縣-9,9,25.95,197.82,77,988.98,1.34
2011-宜蘭縣-9,9,24.73,176.34,76,973.61,1.59
2011-花蓮縣-9,9,24.37,174.69,73,974.56,1.01
2011-臺東縣-9,9,23.75,189.48,80,954.72,1.71
2011-金門縣-9,9,26.8,36.9,79,1006,2.8
2011-連江縣-9,9,26,4.5,80,1000,3.1
2011-澎湖縣-9,9,27.45,1.45,80,1005.6,4.5
2011-臺北市-10,10,22.41,288.34,81.82,987.33,2.25
2011-新北市-10,10,22.51,394.93,86.04,997.62,2.08
2011-桃園市-10,10,22.96,101.67,78.5,996.91,1.77
2011-基隆市-10,10,23.65,313.9,78,1008,5.95
2011-新竹縣-10,10,22.11,66.59,79.1,975.68,1.57
2011-新竹市-10,10,24.6,27,73,1013.4,0.9
2011-苗栗縣-10,10,22.6,35.71,75.8,984.12,1.5
2011-臺中市-10,10,25.2,14,73.5,1006.7,3.6
2011-彰化縣-10,10,0,0,0,0,0
2011-南投縣-10,10,14.18,127.73,79.5,773.65,1.8
2011-雲林縣-10,10,25.27,16.83,0,0,2.3
2011-嘉義縣-10,10,18.17,119.29,91,873.95,0.55
2011-嘉義市-10,10,24.9,25.8,81,1009.9,1.3
2011-臺南市-10,10,25.58,51.03,72.5,1007.7,1.5
2011-高雄市-10,10,26.15,137.61,77,1011.5,0.55
2011-屏東縣-10,10,24.19,190.14,74,993.14,1.9
2011-宜蘭縣-10,10,21.68,955.8,83,978.98,1.6
2011-花蓮縣-10,10,22.09,574.61,76,979.76,1.3
2011-臺東縣-10,10,21.94,365.17,80,959.12,2.46
2011-金門縣-10,10,23.6,1.5,69,1012.2,4
2011-連江縣-10,10,21.3,61.5,79,1006.6,4.2
2011-澎湖縣-10,10,25.1,12.7,78,1010.2,8.2
2011-臺北市-11,11,21.37,315.32,84.73,988.3,2.38
2011-新北市-11,11,21.48,563.45,87.67,998.66,2.18
2011-桃園市-11,11,21.7,258.61,81.71,997.85,2.05
2011-基隆市-11,11,22.1,610.9,82.5,1009.35,6
2011-新竹縣-11,11,20.66,252.22,81.2,976.6,1.26
2011-新竹市-11,11,22.6,206.5,80,1014.2,0.8
2011-苗栗縣-11,11,21.82,217.77,83.29,994.12,1.23
2011-臺中市-11,11,22.31,193.86,81.38,984.62,1.45
2011-彰化縣-11,11,23.45,155.94,85.19,1008.82,1.34
2011-南投縣-11,11,16.01,191.02,81.71,874.64,1.63
2011-雲林縣-11,11,22.42,198,80,888.6,1.6
2011-嘉義縣-11,11,17.1,219.61,87,874.8,0.7
2011-嘉義市-11,11,23.2,180.6,84,1011.4,1.4
2011-臺南市-11,11,23.48,171.45,78.5,1009.3,1.42
2011-高雄市-11,11,24.13,211.93,79,1013,0.6
2011-屏東縣-11,11,22.9,195.22,76,994.6,1.7
2011-宜蘭縣-11,11,20.61,699.9,85,979.96,1.61
2011-花蓮縣-11,11,20.23,461.07,82,967.76,1.13
2011-臺東縣-11,11,20.82,517.42,81.75,960.58,2.24
2011-金門縣-11,11,21,167.9,78,1013.6,3.5
2011-連江縣-11,11,18.9,185.2,84,1007.8,4.4
2011-澎湖縣-11,11,23.4,179.15,83,1011.6,7
2011-臺北市-12,12,15.19,248.78,86,992.89,2.52
2011-新北市-12,12,15.48,466.34,89.22,1003.51,2.37
2011-桃園市-12,12,15.46,146.17,84,1002.89,2.58
2011-基隆市-12,12,16.5,325.35,80,1014.55,7.1
2011-新竹縣-12,12,14.84,88.72,82.2,980.77,1.95
2011-新竹市-12,12,16.8,55,78,1019.4,1.2
2011-苗栗縣-12,12,15.8,55.44,82.13,998.13,2.11
2011-臺中市-12,12,16.46,52.42,80.05,988.62,2.49
2011-彰化縣-12,12,17.71,29.19,80.12,1014.22,2.39
2011-南投縣-12,12,11.48,61.65,82.14,877,1.8
2011-雲林縣-12,12,17.18,27.88,80,890.9,2.78
2011-嘉義縣-12,12,13.13,46.06,89,876.15,0.7
2011-嘉義市-12,12,17.9,19.5,78,1015.5,2.6
2011-臺南市-12,12,18.07,12.44,74.5,1013.24,2.47
2011-高雄市-12,12,19,53.25,76,1016.8,0.85
2011-屏東縣-12,12,18.7,51.87,72,996.98,1.99
2011-宜蘭縣-12,12,15.1,555.3,84.5,984.06,1.67
2011-花蓮縣-12,12,15.81,158.63,79.5,971.05,1.42
2011-臺東縣-12,12,16.8,112.04,78.25,963.49,2.86
2011-金門縣-12,12,14.9,1,67,1019.3,4
2011-連江縣-12,12,12,18.8,73,1013.7,4.6
2011-澎湖縣-12,12,18.15,13.7,77,1016,10.1
2012-臺北市-1,1,14.32,195.28,88.09,991.1,2.12
2012-新北市-1,1,14.54,341.01,91.07,1001.68,1.97
2012-桃園市-1,1,14.32,191.72,87.29,1001.25,2.05
2012-基隆市-1,1,15.4,350,82.5,1012.65,6
2012-新竹縣-1,1,13.59,197.07,86,979.64,1.47
2012-新竹市-1,1,15.3,130.5,83,1018.5,1.1
2012-苗栗縣-1,1,14.61,150.09,86.67,997.31,1.68
2012-臺中市-1,1,15.21,83.26,84.38,987.82,2.1
2012-彰化縣-1,1,16.27,38.25,84.25,1013.48,2.06
2012-南投縣-1,1,9.94,79.73,84.43,875.86,1.77
2012-雲林縣-1,1,15.92,33.25,76,890,2.65
2012-嘉義縣-1,1,12.13,53.77,83,875.2,0.85
2012-嘉義市-1,1,16.6,23,80,1014.8,2.5
2012-臺南市-1,1,16.98,13.45,78.5,1012.58,2.4
2012-高雄市-1,1,18.17,32.88,75,1016.1,0.95
2012-屏東縣-1,1,18.35,8.25,74,996.28,1.75
2012-宜蘭縣-1,1,14.55,205.96,83.5,982.04,1.61
2012-花蓮縣-1,1,14.96,97.08,76,970.18,1.21
2012-臺東縣-1,1,16.23,51.58,79.5,962.25,2.28
2012-金門縣-1,1,12.1,60.6,82,1018.2,3.3
2012-連江縣-1,1,8.9,179.5,86,1012,4
2012-澎湖縣-1,1,15.6,12.15,83,1015.45,8.7
2012-臺北市-2,2,14.88,269.61,88.82,989.5,2.12
2012-新北市-2,2,15.06,390.64,91.74,1000,2.05
2012-桃園市-2,2,14.44,267.61,89.71,999.46,2
2012-基隆市-2,2,15.7,394.7,85,1010.95,6
2012-新竹縣-2,2,13.84,274.56,88.1,978.05,1.43
2012-新竹市-2,2,14.3,236.5,88,1016.8,1.3
2012-苗栗縣-2,2,14.37,220.04,89.87,995.7,1.57
2012-臺中市-2,2,15.24,129.05,87.38,986.25,1.97
2012-彰化縣-2,2,15.93,69.94,87.12,1011.83,1.96
2012-南投縣-2,2,11.14,125.05,88.43,874.86,2.01
2012-雲林縣-2,2,16.1,52.25,80,888.8,2.53
2012-嘉義縣-2,2,13.53,91.4,89,874.1,0.85
2012-嘉義市-2,2,16.6,77.9,80,1013.1,2.5
2012-臺南市-2,2,17.45,41.15,79,1010.98,2.33
2012-高雄市-2,2,19.02,65.39,76,1014.53,0.97
2012-屏東縣-2,2,19.37,89.07,78,994.78,1.85
2012-宜蘭縣-2,2,15.45,274.71,84.5,980.51,1.7
2012-花蓮縣-2,2,16.04,124.27,79.5,968.84,1.25
2012-臺東縣-2,2,17.34,137.07,80,960.95,2.11
2012-金門縣-2,2,11.9,81.5,83,1016.2,3.2
2012-連江縣-2,2,8.4,153.6,87,1010,3.9
2012-澎湖縣-2,2,15.75,32,84.5,1013.7,8.25
2012-臺北市-3,3,17.31,89.08,82.09,988.67,2.1
2012-新北市-3,3,17.3,156.34,85.52,998.91,2
2012-桃園市-3,3,16.66,103.22,82.29,998.49,1.88
2012-基隆市-3,3,17.75,164.7,80,1009.85,5.35
2012-新竹縣-3,3,16.13,96.22,82.3,977.3,1.17
2012-新竹市-3,3,16.8,73,82,1015.7,1.1
2012-苗栗縣-3,3,17.15,65.33,85.07,994.77,1.4
2012-臺中市-3,3,18.47,42.19,81.33,985.71,1.71
2012-彰化縣-3,3,19.38,17.69,82.62,1011.07,1.68
2012-南投縣-3,3,13.77,44.22,81,875.21,1.76
2012-雲林縣-3,3,19.18,15.12,83,889,2.08
2012-嘉義縣-3,3,15.77,22.58,79,874.3,0.8
2012-嘉義市-3,3,19.9,14.7,82,1012.1,2.2
2012-臺南市-3,3,21.07,8.1,73,1010,2.12
2012-高雄市-3,3,22.5,15.75,71,1013.67,0.9
2012-屏東縣-3,3,21.87,27.88,75,994.32,1.84
2012-宜蘭縣-3,3,18.03,188.58,77.5,979.84,1.75
2012-花蓮縣-3,3,18.31,82.47,72.5,968.4,1.32
2012-臺東縣-3,3,19.29,64.97,78,960.51,1.99
2012-金門縣-3,3,15.1,22.1,80,1014.5,3.1
2012-連江縣-3,3,11.4,115.5,86,1008,3.5
2012-澎湖縣-3,3,19.8,12.35,80,1012.55,6.65
2012-臺北市-4,4,21.55,333.88,82.45,984.64,1.84
2012-新北市-4,4,21.58,294.43,85.3,994.46,1.58
2012-桃園市-4,4,21.98,305.56,80.14,994.2,1.62
2012-基隆市-4,4,22,285.45,79,1005.15,4.5
2012-新竹縣-4,4,20.73,305.51,83.7,973.4,0.88
2012-新竹市-4,4,23,301.5,80,1011,1
2012-苗栗縣-4,4,22.8,295.09,84.4,990.73,1.09
2012-臺中市-4,4,23.51,276.71,82.19,982.66,1.29
2012-彰化縣-4,4,24.79,227.69,84.62,1007.6,1.13
2012-南投縣-4,4,15.95,290.65,87.14,873.49,2.08
2012-雲林縣-4,4,23.3,196.25,88,887.3,1.33
2012-嘉義縣-4,4,17.53,259.51,91,872.9,1
2012-嘉義市-4,4,24.8,110.5,80,1008.8,1.8
2012-臺南市-4,4,25.43,134.4,73,1007.04,1.5
2012-高雄市-4,4,25.62,212.96,77,1010.9,0.63
2012-屏東縣-4,4,23.79,146.43,78,991.82,1.45
2012-宜蘭縣-4,4,20.74,139.48,78,976.07,1.42
2012-花蓮縣-4,4,20.44,108.97,81,964.94,1.06
2012-臺東縣-4,4,21.31,93.4,81.25,957.49,1.71
2012-金門縣-4,4,20.1,140.7,86,1009.5,2.5
2012-連江縣-4,4,17.8,196.2,86,1002.4,3.1
2012-澎湖縣-4,4,24.55,67.3,80.5,1009.1,3.9
2012-臺北市-5,5,24.3,311.97,81.09,981.17,1.73
2012-新北市-5,5,24,406.09,84.81,990.89,1.54
2012-桃園市-5,5,24.58,262.56,79.57,990.73,1.59
2012-基隆市-5,5,24.3,333.05,81,1001.4,4.3
2012-新竹縣-5,5,23.21,308.46,82.2,970.1,0.94
2012-新竹市-5,5,25.4,168.5,79,1007.3,1
2012-苗栗縣-5,5,25.04,265.44,80.6,987.13,1.2
2012-臺中市-5,5,25.66,309.17,80.86,979.11,1.35
2012-彰化縣-5,5,26.83,260.25,83.81,1003.7,1.23
2012-南投縣-5,5,18.27,474.01,84.14,871.07,1.77
2012-雲林縣-5,5,25.32,241.62,91,884.6,1.42
2012-嘉義縣-5,5,19.07,637.46,91,870.3,0.8
2012-嘉義市-5,5,26.9,192.5,78,1005.1,1.7
2012-臺南市-5,5,26.85,391.55,76.5,1003.28,1.48
2012-高雄市-5,5,27.03,472.25,79,1007.13,0.6
2012-屏東縣-5,5,25.25,489.25,78,988.1,1.15
2012-宜蘭縣-5,5,23.1,648.92,82,972.38,1.37
2012-花蓮縣-5,5,22.61,299.95,81.5,961.27,1.01
2012-臺東縣-5,5,23.19,235.28,82.25,953.88,1.59
2012-金門縣-5,5,23.6,126.1,86,1005.4,2.7
2012-連江縣-5,5,21.3,165.2,87,999,3.2
2012-澎湖縣-5,5,26.1,168.2,84,1005.45,4.1
2012-臺北市-6,6,26.25,549.09,86.09,976.97,1.52
2012-新北市-6,6,26.07,539.17,88.42,986.65,1.36
2012-桃園市-6,6,26.45,554,84.43,986.4,1.44
2012-基隆市-6,6,26.45,287.2,85.5,996.75,4.4
2012-新竹縣-6,6,25.07,412.08,84.8,966.04,0.9
2012-新竹市-6,6,27.3,301,82,1003,1.1
2012-苗栗縣-6,6,26.55,447.93,84.29,982.91,1.25
2012-臺中市-6,6,26.77,648.29,85.19,975.19,1.51
2012-彰化縣-6,6,27.89,327.91,87.19,999.46,1.49
2012-南投縣-6,6,19.49,918.29,88.43,868.01,2.05
2012-雲林縣-6,6,26.12,609.25,94,881.5,2.25
2012-嘉義縣-6,6,20.1,1263.69,93,867.45,1.05
2012-嘉義市-6,6,27.9,498.5,83,1001,2.6
2012-臺南市-6,6,27.52,955.5,83,999.24,2.25
2012-高雄市-6,6,27.47,1471.61,83,1003.3,0.98
2012-屏東縣-6,6,25.98,1386.73,84,984.44,1.54
2012-宜蘭縣-6,6,25.22,392.83,82.5,968.07,1.44
2012-花蓮縣-6,6,24.35,388.52,86,957.28,1.02
2012-臺東縣-6,6,24.34,667.03,87.5,950.24,1.73
2012-金門縣-6,6,26.4,118.5,88,1000.2,2.8
2012-連江縣-6,6,24.8,261,85,993.8,4
2012-澎湖縣-6,6,27.1,257.25,86,1001.1,5.25
2012-臺北市-7,7,28.59,124.52,75.18,978.42,1.95
2012-新北市-7,7,28.28,161.71,79.69,988.15,1.7
2012-桃園市-7,7,28.67,104.72,73.86,987.86,1.65
2012-基隆市-7,7,28.65,57.45,80,998.55,4.85
2012-新竹縣-7,7,26.59,163.57,80.6,967.66,0.83
2012-新竹市-7,7,29,98,76,1004.8,1.3
2012-苗栗縣-7,7,28.21,114.41,79.57,984.49,1.21
2012-臺中市-7,7,28.26,162.34,78.33,976.95,1.39
2012-彰化縣-7,7,29.41,204.78,81.38,1001.15,1.24
2012-南投縣-7,7,20.27,196.2,82,869.74,1.8
2012-雲林縣-7,7,27.33,193.38,95,883.2,1.42
2012-嘉義縣-7,7,20.47,282.93,90,868.55,0.65
2012-嘉義市-7,7,29,375,74,1002.7,2.1
2012-臺南市-7,7,28.7,229.7,78,1000.58,1.43
2012-高雄市-7,7,28.5,145.25,77,1004.77,0.68
2012-屏東縣-7,7,26.6,273,81,985.8,1.3
2012-宜蘭縣-7,7,26.95,318.54,79,969.72,1.78
2012-花蓮縣-7,7,25.64,390.28,78,958.86,1.21
2012-臺東縣-7,7,25.26,305.47,81.5,951.46,1.62
2012-金門縣-7,7,29,31.6,83,1001.8,2.5
2012-連江縣-7,7,27.5,41.3,83,994.9,4.9
2012-澎湖縣-7,7,28.6,67,81,1002.95,3.5
2012-臺北市-8,8,27.33,607.95,81.18,975.69,2.01
2012-新北市-8,8,27.35,606.54,84.65,985.55,1.79
2012-桃園市-8,8,27.48,606.89,80.75,985.28,1.75
2012-基隆市-8,8,27.95,302.6,83,995.7,5.05
2012-新竹縣-8,8,25.74,702.75,84.8,964.99,0.97
2012-新竹市-8,8,28,583.5,80,1002,1.3
2012-苗栗縣-8,8,27.21,802.91,84.64,981.81,1.31
2012-臺中市-8,8,27.19,690.76,83.57,974.16,1.46
2012-彰化縣-8,8,28.49,448.19,86,998.63,1.42
2012-南投縣-8,8,19.51,716.09,86.57,867.29,1.82
2012-雲林縣-8,8,26.48,543.25,95,881,1.83
2012-嘉義縣-8,8,19.77,1009.39,95,865.95,0.9
2012-嘉義市-8,8,28.1,699.8,81,1000,2.2
2012-臺南市-8,8,27.27,702.6,83,998.24,1.88
2012-高雄市-8,8,27.2,704,83,1002.17,0.85
2012-屏東縣-8,8,25.79,889.69,86,982.52,1.5
2012-宜蘭縣-8,8,26.39,708.66,80.5,966.84,1.84
2012-花蓮縣-8,8,25.2,564.33,83.5,955.16,1.16
2012-臺東縣-8,8,25.08,618.67,82.25,947.89,2.04
2012-金門縣-8,8,29.1,38.7,80,999.9,2.5
2012-連江縣-8,8,27.6,302.3,86,993.1,3.9
2012-澎湖縣-8,8,27.75,141.85,84.5,1000.3,4.55
2012-臺北市-9,9,25.41,168.51,76.73,983,1.92
2012-新北市-9,9,25.41,233.72,81.37,993.06,1.77
2012-桃園市-9,9,25.6,152.39,76.75,992.74,1.52
2012-基隆市-9,9,26.4,62.45,76,1003.5,5.15
2012-新竹縣-9,9,24.16,162.74,81.2,972.01,0.99
2012-新竹市-9,9,26.5,6,77,1009.5,0.8
2012-苗栗縣-9,9,25.71,69.31,79.6,989.06,1.23
2012-臺中市-9,9,26.29,61.05,76.33,980.39,1.53
2012-彰化縣-9,9,27.74,21.69,76.94,1005.29,1.48
2012-南投縣-9,9,19.03,108.64,79.29,872.63,1.35
2012-雲林縣-9,9,26.38,41.25,96,886.8,1.68
2012-嘉義縣-9,9,19.4,170.64,92,871.75,0.65
2012-嘉義市-9,9,27.6,81.6,74,1006.3,1.7
2012-臺南市-9,9,27.87,99.31,69.5,1004.06,1.78
2012-高雄市-9,9,27.72,143.04,73,1008.17,0.68
2012-屏東縣-9,9,25.83,130.74,76,989.1,1.31
2012-宜蘭縣-9,9,24.31,238.94,77.5,974.31,1.7
2012-花蓮縣-9,9,23.58,118.52,76.5,962.32,1.1
2012-臺東縣-9,9,23.84,166.29,79,954.85,1.73
2012-金門縣-9,9,27.1,59,74,1007.7,2.7
2012-連江縣-9,9,25.2,187.7,79,1001.4,3.2
2012-澎湖縣-9,9,27.5,0.4,75,1006.85,5.1
2012-臺北市-10,10,22.05,84.75,75.55,986.95,2.04
2012-新北市-10,10,22.11,122.93,79.63,997.15,1.95
2012-桃園市-10,10,22.59,46.39,71.12,996.8,1.84
2012-基隆市-10,10,23.55,83.35,70,1007.9,5.5
2012-新竹縣-10,10,21.35,45.24,73.3,975.55,1.26
2012-新竹市-10,10,23.6,19,70,1013.6,0.9
2012-苗栗縣-10,10,22.59,15.81,74.57,992.68,1.49
2012-臺中市-10,10,23.26,6.44,71.48,983.79,1.9
2012-彰化縣-10,10,24.59,0.09,73.75,1008.94,1.92
2012-南投縣-10,10,17.17,13.47,70.57,874.79,1.21
2012-雲林縣-10,10,23.38,0.88,95,888.8,1.88
2012-嘉義縣-10,10,17.4,5.77,78,873.4,0.63
2012-嘉義市-10,10,24.5,0,72,1010.1,1.6
2012-臺南市-10,10,25.25,3.4,69,1007.68,1.68
2012-高雄市-10,10,25.53,17.12,69,1011.9,0.58
2012-屏東縣-10,10,23.7,41.21,69,992.8,1.5
2012-宜蘭縣-10,10,21.44,278.36,74,978.14,1.77
2012-花蓮縣-10,10,20.97,83.83,67.5,965.71,1.11
2012-臺東縣-10,10,21.48,70.49,72,958.12,1.94
2012-金門縣-10,10,23.5,7.5,66,1012.4,3.5
2012-連江縣-10,10,21.6,10,73,1006.1,3.5
2012-澎湖縣-10,10,25,0,69.5,1010.5,7.35
2012-臺北市-11,11,19.65,241.85,81.73,988.23,2.08
2012-新北市-11,11,19.58,276.23,84.69,998.61,1.83
2012-桃園市-11,11,19.9,273.94,80,997.94,1.75
2012-基隆市-11,11,20.55,248.1,76.5,1009.6,4.85
2012-新竹縣-11,11,18.75,312.06,83.7,976.74,0.95
2012-新竹市-11,11,20.6,280.5,80,1015.3,0.7
2012-苗栗縣-11,11,20.2,263.78,84,994.21,1.09
2012-臺中市-11,11,21,190.56,80.9,985.52,1.41
2012-彰化縣-11,11,22.22,99.25,82.56,1010.91,1.35
2012-南投縣-11,11,14.51,192.02,84,875.69,1.71
2012-雲林縣-11,11,21.22,117.88,95,890,1.4
2012-嘉義縣-11,11,16.2,133.6,88,875.1,0.73
2012-嘉義市-11,11,22.2,85,80,1011.9,1.5
2012-臺南市-11,11,23.18,86.66,74,1009.82,1.45
2012-高雄市-11,11,23.72,107.07,75,1013.77,0.55
2012-屏東縣-11,11,22.3,68.33,74,994.58,1.62
2012-宜蘭縣-11,11,18.68,176.23,85,979.95,1.45
2012-花蓮縣-11,11,18.64,142.14,80.5,968.04,0.99
2012-臺東縣-11,11,19.68,163.18,80,960.07,1.75
2012-金門縣-11,11,19.8,125.3,76,1014,3
2012-連江縣-11,11,17.7,222,77,1007.4,3.1
2012-澎湖縣-11,11,23.15,104.75,74,1012.2,5.85
2012-臺北市-12,12,16.26,219.82,83.82,990.66,2.22
2012-新北市-12,12,16.23,363.6,86.85,1001.09,2.11
2012-桃園市-12,12,16.39,185.06,81.75,1000.34,2.08
2012-基隆市-12,12,17.3,365.5,79.5,1012.15,6.35
2012-新竹縣-12,12,15.26,176.15,84.5,978.58,1.27
2012-新竹市-12,12,17,117.5,81,1017.9,0.8
2012-苗栗縣-12,12,16.37,108.72,85.5,996.35,1.33
2012-臺中市-12,12,17.17,89.31,82.86,987.42,1.69
2012-彰化縣-12,12,18.43,53.88,83.69,1013.25,1.68
2012-南投縣-12,12,11.36,114.51,85.57,876.24,1.71
2012-雲林縣-12,12,17.6,45.38,93,890.5,2
2012-嘉義縣-12,12,13.43,72.69,85,875.35,0.77
2012-嘉義市-12,12,18.4,42.8,81,1013.9,2.1
2012-臺南市-12,12,19.12,34.25,74,1011.84,2.02
2012-高雄市-12,12,19.9,73.68,74,1015.57,0.87
2012-屏東縣-12,12,19.44,83.6,73,996.06,1.95
2012-宜蘭縣-12,12,15.72,430.12,85.5,982.05,1.68
2012-花蓮縣-12,12,16,202.59,79,969.91,1.21
2012-臺東縣-12,12,17.24,166.83,78.75,961.73,2.25
2012-金門縣-12,12,15.2,81.6,77,1016.9,3.4
2012-連江縣-12,12,12.3,80.1,78,1010.7,3.9
2012-澎湖縣-12,12,19.4,45.2,76,1014.35,7.8
2013-臺北市-1,1,15.15,130.88,82.82,992.37,2.02
2013-新北市-1,1,15.14,298.69,85.7,1002.65,1.96
2013-桃園市-1,1,14.99,83.83,81.12,1002.1,2
2013-基隆市-1,1,16.15,382.7,80,1013.7,6
2013-新竹縣-1,1,13.89,60.65,84.2,980.19,1.37
2013-新竹市-1,1,15.4,58.5,82,1019.9,1.1
2013-苗栗縣-1,1,14.79,37.69,86.2,998.1,1.5
2013-臺中市-1,1,15.55,19.67,82.19,989.11,1.96
2013-彰化縣-1,1,16.71,10.34,83.5,1015.18,2.01
2013-南投縣-1,1,10.2,24.19,78,877.23,1.78
2013-雲林縣-1,1,15.82,15.88,84,891.5,2.5
2013-嘉義縣-1,1,12.03,20.9,82,876.1,0.77
2013-嘉義市-1,1,16.7,15.1,80,1015.7,2.4
2013-臺南市-1,1,17.22,8.75,74,1013.58,2.32
2013-高雄市-1,1,18.43,11.85,71,1017.27,0.95
2013-屏東縣-1,1,18.6,43.92,70,997.54,1.82
2013-宜蘭縣-1,1,14.97,305.16,84.5,983.35,1.7
2013-花蓮縣-1,1,15.32,89.36,71.5,971.01,1.32
2013-臺東縣-1,1,16.56,106.43,74.5,962.81,2.26
2013-金門縣-1,1,13.4,0,72,1019,3.5
2013-連江縣-1,1,9.8,3,79,1012.7,3.5
2013-澎湖縣-1,1,16.55,11.85,77.5,1016.3,8.4
2013-臺北市-2,2,17.37,66.79,85.55,991,1.94
2013-新北市-2,2,17.18,190.55,89.37,1001.18,1.83
2013-桃園市-2,2,16.7,29.06,85.88,1000.58,1.91
2013-基隆市-2,2,17.5,206.6,87,1012,5.6
2013-新竹縣-2,2,16.05,14.66,86.2,979.1,1.24
2013-新竹市-2,2,16.8,9.5,86,1018.5,1.3
2013-苗栗縣-2,2,16.86,3.54,88.8,996.94,1.46
2013-臺中市-2,2,17.8,1.84,83.71,988.07,1.9
2013-彰化縣-2,2,18.91,3.84,85.06,1013.95,1.99
2013-南投縣-2,2,13.36,2.22,76.86,877.36,1.67
2013-雲林縣-2,2,18.38,5.38,88,891.4,2.28
2013-嘉義縣-2,2,15.07,1.22,80,876.25,0.73
2013-嘉義市-2,2,19.4,3.5,80,1014.5,2.3
2013-臺南市-2,2,20.23,1.3,74,1012.36,2.15
2013-高雄市-2,2,21.48,0.65,73,1016.1,0.93
2013-屏東縣-2,2,21.04,40.58,73,996.98,1.46
2013-宜蘭縣-2,2,17.61,234.12,85.5,982.07,1.62
2013-花蓮縣-2,2,17.97,82.38,71,970.04,1.26
2013-臺東縣-2,2,18.84,109.89,79.5,962.24,1.99
2013-金門縣-2,2,14.7,17.6,79,1017.1,3.2
2013-連江縣-2,2,10.6,49.8,84,1010.7,3.6
2013-澎湖縣-2,2,18.25,16.6,81,1015,6.95
2013-臺北市-3,3,18.21,63.3,80.91,988.45,1.88
2013-新北市-3,3,18.14,90.97,83.89,998.53,1.71
2013-桃園市-3,3,18.16,87.17,80.38,998.05,1.74
2013-基隆市-3,3,18.6,92.85,80.5,1009.3,4.9
2013-新竹縣-3,3,17.33,98.78,81.4,976.85,1.1
2013-新竹市-3,3,18.8,78,80,1015.7,1.1
2013-苗栗縣-3,3,18.58,88.54,83.8,994.4,1.35
2013-臺中市-3,3,19.6,64.11,79.24,985.78,1.68
2013-彰化縣-3,3,21.05,41.06,81.5,1011.51,1.64
2013-南投縣-3,3,13.7,46.72,78.57,875.49,1.86
2013-雲林縣-3,3,20.15,31.75,89,889.7,1.8
2013-嘉義縣-3,3,15.27,39.32,77,875.4,0.93
2013-嘉義市-3,3,21,42.4,78,1012.2,2
2013-臺南市-3,3,22.07,14.85,71.67,1010.06,1.9
2013-高雄市-3,3,22.98,28.86,72.5,1005.32,0.93
2013-屏東縣-3,3,21.98,22.58,70,994.66,1.36
2013-宜蘭縣-3,3,18.54,77.03,78.5,979.36,1.67
2013-花蓮縣-3,3,18.59,54.67,66.5,967.68,1.32
2013-臺東縣-3,3,19.69,28.96,75.25,959.81,1.86
2013-金門縣-3,3,16.3,73.7,78,1014,2.9
2013-連江縣-3,3,13.5,113,76,1007.1,3.4
2013-澎湖縣-3,3,21,24.85,75,1012.5,5.35
2013-臺北市-4,4,19.55,268.87,84.55,985.36,1.75
2013-新北市-4,4,19.6,284.84,86.48,995.39,1.57
2013-桃園市-4,4,19.76,327,83.75,994.5,1.59
2013-基隆市-4,4,20.35,243.7,79.5,1005.95,4.7
2013-新竹縣-4,4,18.74,344.63,87.9,973.71,0.9
2013-新竹市-4,4,20.5,275,83,1012.2,0.8
2013-苗栗縣-4,4,20.35,283.07,88.6,991.18,1.12
2013-臺中市-4,4,20.96,311.55,87.33,982.87,1.36
2013-彰化縣-4,4,22.34,239.94,88.19,1008.38,1.27
2013-南投縣-4,4,14.64,400.6,90.86,873.41,1.76
2013-雲林縣-4,4,21.2,208.38,95,888.2,1.7
2013-嘉義縣-4,4,13.95,265.18,91,764.2,0.9
2013-嘉義市-4,4,22.5,161.4,82,1009,1.7
2013-臺南市-4,4,24.42,65.38,79.73,1006.93,1.49
2013-高雄市-4,4,23.86,192.17,81.33,988.44,0.81
2013-屏東縣-4,4,22.89,128.79,74,991.6,1.33
2013-宜蘭縣-4,4,19.22,190.56,82.5,976.42,1.39
2013-花蓮縣-4,4,19.01,194.91,83,965.59,1.14
2013-臺東縣-4,4,20.14,119.59,80.25,957.19,1.84
2013-金門縣-4,4,18.3,188.4,85,1010.5,2.5
2013-連江縣-4,4,16.3,120,77,1003.4,2.9
2013-澎湖縣-4,4,22.5,158.6,80,1009.25,4.9
2013-臺北市-5,5,24.32,409.32,83.64,982.3,1.61
2013-新北市-5,5,24.1,369.47,87.37,992.13,1.27
2013-桃園市-5,5,24.72,372.72,81.88,991.22,1.25
2013-基隆市-5,5,24.25,393.85,84.5,1002.35,3.8
2013-新竹縣-5,5,23.38,396.31,85.9,970.88,0.77
2013-新竹市-5,5,25.4,342,81,1008.7,1
